date,open,high,low,close,volume
1992-09-03,0.3565,0.3583,0.3474,0.3474,211859200
1992-09-04,0.3510,0.3510,0.3401,0.3437,63235200
1992-09-08,0.3401,0.3492,0.3383,0.3474,70000000
1992-09-09,0.3492,0.3583,0.3474,0.3565,157203200
1992-09-10,0.3492,0.3601,0.3456,0.3583,228177600
1992-09-11,0.3565,0.3583,0.3456,0.3465,179883200
1992-09-14,0.3565,0.3637,0.3528,0.3601,214681600
1992-09-15,0.3583,0.3583,0.3474,0.3510,218523200
1992-09-16,0.3474,0.3510,0.3383,0.3419,178718400
1992-09-17,0.3437,0.3437,0.3301,0.3346,172435200
1992-09-18,0.3328,0.3410,0.3292,0.3383,115606400
1992-09-21,0.3401,0.3474,0.3365,0.3383,89678400
1992-09-22,0.3401,0.3401,0.3292,0.3328,111540800
1992-09-23,0.3346,0.3456,0.3310,0.3456,123972800
1992-09-24,0.3437,0.3474,0.3365,0.3365,125652800
1992-09-25,0.3365,0.3383,0.3292,0.3310,137468800
1992-09-28,0.3274,0.3274,0.3183,0.3255,149520000
1992-09-29,0.3237,0.3310,0.3201,0.3265,157270400
1992-09-30,0.3274,0.3310,0.3237,0.3283,100049600
1992-10-01,0.3255,0.3283,0.3219,0.3219,122729600
1992-10-02,0.3237,0.3255,0.3128,0.3183,113545600
1992-10-05,0.3146,0.3183,0.3019,0.3165,264958400
1992-10-06,0.3183,0.3274,0.3110,0.3255,113444800
1992-10-07,0.3274,0.3292,0.3165,0.3183,113310400
1992-10-08,0.3201,0.3219,0.3128,0.3165,126974400
1992-10-09,0.3165,0.3201,0.3128,0.3156,58744000
1992-10-12,0.3146,0.3219,0.3146,0.3201,71635200
1992-10-13,0.3255,0.3346,0.3201,0.3301,147179200
1992-10-14,0.3292,0.3365,0.3274,0.3346,95726400
1992-10-15,0.3328,0.3346,0.3292,0.3310,75420800
1992-10-16,0.3401,0.3601,0.3383,0.3565,451348800
1992-10-19,0.3565,0.3583,0.3528,0.3565,196044800
1992-10-20,0.3565,0.3637,0.3528,0.3574,287246400
1992-10-21,0.3583,0.3601,0.3492,0.3528,114251200
1992-10-22,0.3528,0.3583,0.3510,0.3546,84470400
1992-10-23,0.3583,0.3601,0.3510,0.3546,91425600
1992-10-26,0.3546,0.3747,0.3528,0.3747,250689600
1992-10-27,0.3747,0.3819,0.3710,0.3747,211960000
1992-10-28,0.3728,0.3837,0.3692,0.3801,196593600
1992-10-29,0.3801,0.3928,0.3747,0.3874,213897600
1992-10-30,0.3892,0.3892,0.3783,0.3819,129830400
1992-11-02,0.3819,0.3837,0.3765,0.3801,170094400
1992-11-03,0.3819,0.3819,0.3747,0.3783,112750400
1992-11-04,0.3783,0.3837,0.3783,0.3819,141960000
1992-11-05,0.3819,0.4001,0.3819,0.4001,298054400
1992-11-06,0.3983,0.4110,0.3983,0.4056,263972800
1992-11-09,0.4074,0.4074,0.3983,0.4019,112929600
1992-11-10,0.4001,0.4110,0.3983,0.4092,122225600
1992-11-11,0.4110,0.4238,0.4092,0.4128,140425600
1992-11-12,0.4147,0.4183,0.4102,0.4138,107598400
1992-11-13,0.4147,0.4165,0.4074,0.4092,84750400
1992-11-16,0.4092,0.4201,0.4074,0.4174,67547200
1992-11-17,0.4165,0.4183,0.3992,0.4019,168806400
1992-11-18,0.4074,0.4238,0.4038,0.4201,304808000
1992-11-19,0.4201,0.4329,0.4201,0.4238,240542400
1992-11-20,0.4256,0.4274,0.4147,0.4183,155489600
1992-11-23,0.4110,0.4147,0.4092,0.4128,152723200
1992-11-24,0.4147,0.4183,0.4110,0.4183,156822400
1992-11-25,0.4147,0.4165,0.4074,0.4110,117342400
1992-11-27,0.4110,0.4165,0.4092,0.4110,47196800
1992-11-30,0.4101,0.4192,0.4055,0.4192,160507200
1992-12-01,0.4174,0.4301,0.4137,0.4246,130144000
1992-12-02,0.4246,0.4265,0.4155,0.4174,97776000
1992-12-03,0.4119,0.4201,0.4092,0.4192,187588800
1992-12-04,0.4174,0.4192,0.4119,0.4147,95782400
1992-12-07,0.4137,0.4210,0.4137,0.4210,144222400
1992-12-08,0.4210,0.4283,0.4210,0.4238,196638400
1992-12-09,0.4210,0.4228,0.4174,0.4201,159409600
1992-12-10,0.4174,0.4201,0.4119,0.4174,140190400
1992-12-11,0.4174,0.4246,0.4174,0.4192,120187200
1992-12-14,0.4192,0.4210,0.4137,0.4174,110510400
1992-12-15,0.4137,0.4155,0.4046,0.4110,182537600
1992-12-16,0.4101,0.4155,0.3973,0.4010,225926400
1992-12-17,0.4028,0.4192,0.4028,0.4147,233867200
1992-12-18,0.4192,0.4319,0.4174,0.4246,235457600
1992-12-21,0.4246,0.4374,0.4228,0.4347,256065600
1992-12-22,0.4356,0.4465,0.4356,0.4420,280168000
1992-12-23,0.4392,0.4410,0.4319,0.4356,112336000
1992-12-24,0.4374,0.4374,0.4301,0.4301,45964800
1992-12-28,0.4319,0.4356,0.4319,0.4338,70448000
1992-12-29,0.4338,0.4429,0.4338,0.4347,116278400
1992-12-30,0.4356,0.4356,0.4283,0.4283,100587200
1992-12-31,0.4283,0.4374,0.4283,0.4356,92232000
1993-01-04,0.4338,0.4374,0.4210,0.4246,129136000
1993-01-05,0.4228,0.4319,0.4174,0.4319,186256000
1993-01-06,0.4429,0.4520,0.4410,0.4502,281400000
1993-01-07,0.4502,0.4556,0.4420,0.4447,272137600
1993-01-08,0.4429,0.4593,0.4356,0.4538,320936000
1993-01-11,0.4520,0.4693,0.4502,0.4674,273728000
1993-01-12,0.4574,0.4647,0.4483,0.4483,346158400
1993-01-13,0.4483,0.4666,0.4465,0.4629,199640000
1993-01-14,0.4666,0.4757,0.4647,0.4739,367808000
1993-01-15,0.4447,0.4538,0.4374,0.4392,902630400
1993-01-18,0.4338,0.4374,0.4228,0.4338,333636800
1993-01-19,0.4356,0.4410,0.4319,0.4356,274041600
1993-01-20,0.4356,0.4392,0.4338,0.4374,158737600
1993-01-21,0.4356,0.4392,0.4283,0.4374,184419200
1993-01-22,0.4392,0.4392,0.4301,0.4338,146944000
1993-01-25,0.4319,0.4410,0.4319,0.4374,202272000
1993-01-26,0.4410,0.4520,0.4410,0.4429,285622400
1993-01-27,0.4447,0.4502,0.4283,0.4392,226620800
1993-01-28,0.4374,0.4392,0.4319,0.4365,184038400
1993-01-29,0.4392,0.4465,0.4301,0.4338,266100800
1993-02-01,0.4319,0.4465,0.4319,0.4465,240553600
1993-02-02,0.4429,0.4483,0.4392,0.4392,182336000
1993-02-03,0.4447,0.4447,0.4265,0.4374,264185600
1993-02-04,0.4374,0.4392,0.4301,0.4338,208152000
1993-02-05,0.4319,0.4338,0.4101,0.4174,367617600
1993-02-08,0.4155,0.4192,0.4046,0.4119,281075200
1993-02-09,0.4155,0.4183,0.4119,0.4147,238660800
1993-02-10,0.4155,0.4174,0.4010,0.4064,268284800
1993-02-11,0.4064,0.4101,0.4010,0.4019,168268800
1993-02-12,0.4018,0.4055,0.3927,0.3937,275396800
1993-02-16,0.3909,0.3909,0.3763,0.3872,407736000
1993-02-17,0.3891,0.3945,0.3799,0.3937,249580800
1993-02-18,0.4018,0.4037,0.3909,0.4018,280123200
1993-02-19,0.4037,0.4055,0.4000,0.4018,177800000
1993-02-22,0.4018,0.4092,0.4000,0.4028,98761600
1993-02-23,0.4018,0.4037,0.3945,0.3964,194073600
1993-02-24,0.3809,0.3937,0.3809,0.3918,286563200
1993-02-25,0.3891,0.4000,0.3891,0.4000,167227200
1993-02-26,0.3964,0.3964,0.3818,0.3872,294884800
1993-03-01,0.3872,0.3909,0.3854,0.3891,119302400
1993-03-02,0.3872,0.3982,0.3872,0.3964,147694400
1993-03-03,0.3945,0.4018,0.3891,0.3991,202697600
1993-03-04,0.3982,0.4037,0.3909,0.4018,188339200
1993-03-05,0.4000,0.4073,0.4000,0.4018,111619200
1993-03-08,0.4018,0.4146,0.4018,0.4128,177004800
1993-03-09,0.4128,0.4201,0.4128,0.4146,154828800
1993-03-10,0.4146,0.4183,0.4092,0.4146,132496000
1993-03-11,0.4165,0.4183,0.4110,0.4156,144614400
1993-03-12,0.4146,0.4146,0.4055,0.4110,126694400
1993-03-15,0.4092,0.4183,0.4046,0.4165,136035200
1993-03-16,0.4183,0.4219,0.4128,0.4128,101281600
1993-03-17,0.4128,0.4165,0.4018,0.4028,176220800
1993-03-18,0.4018,0.4064,0.3982,0.3982,106187200
1993-03-19,0.4018,0.4037,0.3909,0.3927,154100800
1993-03-22,0.3909,0.3937,0.3854,0.3891,165200000
1993-03-23,0.3891,0.3945,0.3845,0.3854,102536000
1993-03-24,0.3854,0.3964,0.3836,0.3927,143068800
1993-03-25,0.3927,0.4000,0.3909,0.4000,171046400
1993-03-26,0.4000,0.4000,0.3836,0.3891,151760000
1993-03-29,0.3818,0.3836,0.3708,0.3726,261710400
1993-03-30,0.3736,0.3818,0.3671,0.3818,264051200
1993-03-31,0.3836,0.3854,0.3744,0.3763,223036800
1993-04-01,0.3744,0.3799,0.3726,0.3781,108203200
1993-04-02,0.3690,0.3744,0.3617,0.3663,253792000
1993-04-05,0.3653,0.3690,0.3617,0.3653,149172800
1993-04-06,0.3653,0.3671,0.3562,0.3562,168369600
1993-04-07,0.3580,0.3708,0.3544,0.3690,162848000
1993-04-08,0.3653,0.3690,0.3580,0.3635,163430400
1993-04-12,0.3617,0.3726,0.3617,0.3653,93049600
1993-04-13,0.3690,0.3744,0.3525,0.3544,164483200
1993-04-14,0.3525,0.3562,0.3480,0.3562,170060800
1993-04-15,0.3525,0.3525,0.3416,0.3452,218702400
1993-04-16,0.3525,0.3562,0.3462,0.3517,686795200
1993-04-19,0.3544,0.3617,0.3525,0.3544,227864000
1993-04-20,0.3562,0.3671,0.3525,0.3653,240049600
1993-04-21,0.3671,0.3708,0.3598,0.3626,205273600
1993-04-22,0.3598,0.3690,0.3580,0.3653,157673600
1993-04-23,0.3635,0.3671,0.3562,0.3598,134142400
1993-04-26,0.3598,0.3635,0.3544,0.3580,102804800
1993-04-27,0.3562,0.3671,0.3562,0.3671,129673600
1993-04-28,0.3635,0.3799,0.3635,0.3754,163240000
1993-04-29,0.3763,0.3781,0.3663,0.3708,82443200
1993-04-30,0.3708,0.3836,0.3708,0.3744,132339200
1993-05-03,0.3744,0.3799,0.3726,0.3790,65184000
1993-05-04,0.3818,0.3964,0.3799,0.3900,170822400
1993-05-05,0.3872,0.4055,0.3872,0.3982,253064000
1993-05-06,0.3982,0.4000,0.3909,0.3927,70459200
1993-05-07,0.3909,0.4000,0.3909,0.4000,81894400
1993-05-10,0.4018,0.4083,0.4018,0.4018,137928000
1993-05-11,0.4018,0.4037,0.3945,0.3982,158379200
1993-05-12,0.3964,0.4000,0.3872,0.3891,105224000
1993-05-13,0.3909,0.4073,0.3909,0.4055,361726400
1993-05-14,0.4037,0.4092,0.4018,0.4055,117409600
1993-05-17,0.4055,0.4092,0.4018,0.4073,69641600
1993-05-18,0.4055,0.4110,0.4018,0.4055,163475200
1993-05-19,0.4000,0.4201,0.3982,0.4183,172771200
1993-05-20,0.4183,0.4311,0.4183,0.4292,290528000
1993-05-21,0.4292,0.4320,0.4146,0.4201,148198400
1993-05-24,0.4146,0.4292,0.4146,0.4211,150315200
1993-05-25,0.4146,0.4201,0.4073,0.4119,180723200
1993-05-26,0.4092,0.4219,0.4046,0.4219,121564800
1993-05-27,0.4219,0.4274,0.4183,0.4201,197288000
1993-05-28,0.4173,0.4210,0.4118,0.4146,183948800
1993-06-01,0.4137,0.4228,0.4137,0.4173,135072000
1993-06-02,0.4155,0.4265,0.4100,0.4173,200480000
1993-06-03,0.4173,0.4192,0.4100,0.4128,156856000
1993-06-04,0.4082,0.4118,0.3990,0.4018,213684800
1993-06-07,0.3990,0.4009,0.3689,0.3716,482305600
1993-06-08,0.3569,0.3661,0.3514,0.3624,621096000
1993-06-09,0.3295,0.3341,0.3222,0.3240,1178419200
1993-06-10,0.3185,0.3276,0.3130,0.3258,553705600
1993-06-11,0.3295,0.3313,0.3176,0.3203,242323200
1993-06-14,0.3222,0.3276,0.3185,0.3268,249491200
1993-06-15,0.3313,0.3313,0.3066,0.3075,448324800
1993-06-16,0.3093,0.3167,0.3039,0.3093,353080000
1993-06-17,0.3112,0.3112,0.2965,0.3020,409438400
1993-06-18,0.3048,0.3085,0.2910,0.3002,311292800
1993-06-21,0.2965,0.2965,0.2892,0.2902,273582400
1993-06-22,0.2993,0.3075,0.2910,0.3030,336380800
1993-06-23,0.3057,0.3057,0.2929,0.2965,180723200
1993-06-24,0.2965,0.3057,0.2929,0.3057,222835200
1993-06-25,0.2957,0.2984,0.2892,0.2929,257163200
1993-06-28,0.2965,0.2965,0.2837,0.2938,353617600
1993-06-29,0.2947,0.2947,0.2819,0.2855,294268800
1993-06-30,0.2837,0.2910,0.2819,0.2892,200256000
1993-07-01,0.2855,0.2910,0.2782,0.2782,218164800
1993-07-02,0.2801,0.2837,0.2764,0.2819,191632000
1993-07-06,0.2801,0.2855,0.2746,0.2764,155254400
1993-07-07,0.2746,0.2773,0.2654,0.2672,227035200
1993-07-08,0.2672,0.2746,0.2654,0.2672,138969600
1993-07-09,0.2709,0.2727,0.2672,0.2691,156878400
1993-07-12,0.2691,0.2792,0.2654,0.2782,173880000
1993-07-13,0.2837,0.2837,0.2709,0.2727,158110400
1993-07-14,0.2691,0.2746,0.2618,0.2727,246299200
1993-07-15,0.2727,0.2764,0.2581,0.2618,338038400
1993-07-16,0.2087,0.2169,0.1940,0.2013,2120596800
1993-07-19,0.2050,0.2105,0.1867,0.1876,806232000
1993-07-20,0.1922,0.2032,0.1885,0.1967,531910400
1993-07-21,0.1904,0.1959,0.1867,0.1922,455907200
1993-07-22,0.1904,0.1977,0.1885,0.1940,211176000
1993-07-23,0.1977,0.2013,0.1904,0.1922,233777600
1993-07-26,0.1959,0.2013,0.1904,0.1967,152824000
1993-07-27,0.1959,0.2013,0.1922,0.1940,198609600
1993-07-28,0.1922,0.1977,0.1922,0.1967,91795200
1993-07-29,0.1977,0.2013,0.1959,0.1995,121374400
1993-07-30,0.2013,0.2068,0.1977,0.2032,214446400
1993-08-02,0.2068,0.2142,0.2050,0.2087,216305600
1993-08-03,0.2123,0.2142,0.2105,0.2123,176478400
1993-08-04,0.2142,0.2233,0.2123,0.2215,242995200
1993-08-05,0.2251,0.2251,0.2123,0.2160,209372800
1993-08-06,0.2142,0.2215,0.2142,0.2142,125921600
1993-08-09,0.2142,0.2215,0.2123,0.2178,161414400
1993-08-10,0.2160,0.2178,0.2068,0.2087,152779200
1993-08-11,0.2087,0.2087,0.1977,0.2013,166969600
1993-08-12,0.2013,0.2032,0.1904,0.1940,338172800
1993-08-13,0.1940,0.2032,0.1922,0.2004,138812800
1993-08-16,0.2022,0.2059,0.2004,0.2022,102446400
1993-08-17,0.2041,0.2096,0.2004,0.2086,108180800
1993-08-18,0.2133,0.2188,0.2077,0.2096,188720000
1993-08-19,0.2114,0.2114,0.2022,0.2022,152129600
1993-08-20,0.2041,0.2059,0.1985,0.2059,99937600
1993-08-23,0.2059,0.2114,0.2022,0.2086,91179200
1993-08-24,0.2077,0.2114,0.2041,0.2059,101259200
1993-08-25,0.2059,0.2077,0.1967,0.2004,145768000
1993-08-26,0.2004,0.2004,0.1949,0.1976,176142400
1993-08-27,0.1985,0.1985,0.1930,0.1949,186569600
1993-08-30,0.1949,0.1949,0.1902,0.1912,273739200
1993-08-31,0.1949,0.1967,0.1912,0.1949,127870400
1993-09-01,0.1949,0.1967,0.1894,0.1921,225568000
1993-09-02,0.1912,0.1930,0.1857,0.1894,282262400
1993-09-03,0.1912,0.1912,0.1857,0.1894,162937600
1993-09-07,0.1912,0.1985,0.1894,0.1930,143539200
1993-09-08,0.1930,0.1985,0.1912,0.1967,226632000
1993-09-09,0.1967,0.1985,0.1912,0.1912,149531200
1993-09-10,0.1930,0.1930,0.1866,0.1930,134489600
1993-09-13,0.1930,0.1949,0.1820,0.1857,255785600
1993-09-14,0.1783,0.1838,0.1765,0.1783,276640000
1993-09-15,0.1802,0.1838,0.1728,0.1802,257723200
1993-09-16,0.1783,0.1838,0.1783,0.1820,85960000
1993-09-17,0.1792,0.1875,0.1783,0.1857,172032000
1993-09-20,0.1857,0.1875,0.1820,0.1829,111036800
1993-09-21,0.1820,0.1857,0.1755,0.1802,146496000
1993-09-22,0.1783,0.1875,0.1783,0.1875,110488000
1993-09-23,0.1875,0.1875,0.1802,0.1820,130950400
1993-09-24,0.1838,0.1857,0.1802,0.1838,76574400
1993-09-27,0.1838,0.1857,0.1783,0.1820,113176000
1993-09-28,0.1820,0.1838,0.1783,0.1820,94550400
1993-09-29,0.1783,0.1829,0.1747,0.1755,236745600
1993-09-30,0.1765,0.1765,0.1691,0.1719,274904000
1993-10-01,0.1673,0.1691,0.1655,0.1673,335988800
1993-10-04,0.1663,0.1691,0.1618,0.1673,192841600
1993-10-05,0.1691,0.1765,0.1691,0.1728,176310400
1993-10-06,0.1747,0.1765,0.1719,0.1737,175280000
1993-10-07,0.1728,0.1747,0.1673,0.1691,134904000
1993-10-08,0.1710,0.1710,0.1636,0.1663,139406400
1993-10-11,0.1673,0.1765,0.1673,0.1747,161145600
1993-10-12,0.1765,0.1838,0.1747,0.1765,306342400
1993-10-13,0.1783,0.1783,0.1728,0.1765,177004800
1993-10-14,0.1765,0.1802,0.1728,0.1747,160686400
1993-10-15,0.2041,0.2096,0.1967,0.2077,955248000
1993-10-18,0.2059,0.2114,0.2041,0.2086,332998400
1993-10-19,0.2077,0.2096,0.2004,0.2041,213572800
1993-10-20,0.2059,0.2077,0.2004,0.2041,138409600
1993-10-21,0.2022,0.2298,0.2004,0.2224,627110400
1993-10-22,0.2243,0.2316,0.2188,0.2224,396076800
1993-10-25,0.2224,0.2243,0.2178,0.2206,219128000
1993-10-26,0.2188,0.2206,0.2133,0.2188,222476800
1993-10-27,0.2206,0.2372,0.2188,0.2335,459065600
1993-10-28,0.2335,0.2372,0.2280,0.2280,244462400
1993-10-29,0.2280,0.2335,0.2243,0.2261,136864000
1993-11-01,0.2261,0.2316,0.2224,0.2316,105974400
1993-11-02,0.2298,0.2427,0.2280,0.2408,224246400
1993-11-03,0.2427,0.2427,0.2280,0.2325,176960000
1993-11-04,0.2316,0.2372,0.2261,0.2372,185371200
1993-11-05,0.2344,0.2372,0.2261,0.2344,378033600
1993-11-08,0.2353,0.2363,0.2243,0.2261,166992000
1993-11-09,0.2280,0.2298,0.2188,0.2215,171248000
1993-11-10,0.2224,0.2261,0.2206,0.2261,76977600
1993-11-11,0.2261,0.2353,0.2243,0.2307,142430400
1993-11-12,0.2316,0.2353,0.2243,0.2335,143662400
1993-11-15,0.2316,0.2408,0.2316,0.2353,157102400
1993-11-16,0.2353,0.2519,0.2335,0.2500,303083200
1993-11-17,0.2500,0.2574,0.2408,0.2463,302624000
1993-11-18,0.2463,0.2482,0.2427,0.2463,114408000
1993-11-19,0.2436,0.2472,0.2399,0.2436,122964800
1993-11-22,0.2417,0.2436,0.2380,0.2399,150606400
1993-11-23,0.2399,0.2436,0.2306,0.2436,186166400
1993-11-24,0.2417,0.2472,0.2408,0.2436,90440000
1993-11-26,0.2417,0.2436,0.2380,0.2408,43444800
1993-11-29,0.2380,0.2399,0.2325,0.2343,96712000
1993-11-30,0.2343,0.2408,0.2325,0.2325,112660800
1993-12-01,0.2362,0.2380,0.2306,0.2325,111216000
1993-12-02,0.2343,0.2362,0.2288,0.2343,100654400
1993-12-03,0.2343,0.2362,0.2288,0.2325,120467200
1993-12-06,0.2325,0.2399,0.2306,0.2380,156979200
1993-12-07,0.2362,0.2380,0.2325,0.2380,63851200
1993-12-08,0.2362,0.2380,0.2325,0.2352,39592000
1993-12-09,0.2343,0.2362,0.2196,0.2214,182761600
1993-12-10,0.2233,0.2251,0.2048,0.2085,497257600
1993-12-13,0.2085,0.2177,0.2048,0.2177,244328000
1993-12-14,0.2159,0.2196,0.2140,0.2149,293664000
1993-12-15,0.2140,0.2196,0.2140,0.2196,123883200
1993-12-16,0.2177,0.2196,0.2140,0.2168,126369600
1993-12-17,0.2177,0.2196,0.2149,0.2177,145152000
1993-12-20,0.2159,0.2196,0.2085,0.2103,189033600
1993-12-21,0.2103,0.2122,0.2011,0.2030,251126400
1993-12-22,0.2011,0.2103,0.1993,0.2067,181372800
1993-12-23,0.2011,0.2011,0.1956,0.2011,226956800
1993-12-27,0.2048,0.2122,0.2011,0.2103,159936000
1993-12-28,0.2122,0.2177,0.2103,0.2149,159499200
1993-12-29,0.2159,0.2159,0.2103,0.2103,107352000
1993-12-30,0.2103,0.2233,0.2103,0.2196,314552000
1993-12-31,0.2196,0.2233,0.2159,0.2159,160966400
1994-01-03,0.2177,0.2214,0.2140,0.2205,181529600
1994-01-04,0.2233,0.2325,0.2214,0.2325,285174400
1994-01-05,0.2343,0.2500,0.2343,0.2491,612136000
1994-01-06,0.2491,0.2509,0.2399,0.2417,366508800
1994-01-07,0.2362,0.2454,0.2306,0.2445,298793600
1994-01-10,0.2436,0.2500,0.2417,0.2482,201588800
1994-01-11,0.2472,0.2491,0.2343,0.2352,355398400
1994-01-12,0.2380,0.2380,0.2251,0.2251,439118400
1994-01-13,0.2214,0.2269,0.2196,0.2260,531596800
1994-01-14,0.2269,0.2343,0.2251,0.2288,214513600
1994-01-17,0.2288,0.2325,0.2214,0.2241,145712000
1994-01-18,0.2233,0.2233,0.2140,0.2168,362801600
1994-01-19,0.2159,0.2196,0.2122,0.2159,281590400
1994-01-20,0.2177,0.2269,0.2177,0.2205,268083200
1994-01-21,0.2454,0.2472,0.2380,0.2464,980134400
1994-01-24,0.2454,0.2602,0.2454,0.2583,692148800
1994-01-25,0.2565,0.2583,0.2454,0.2500,442332800
1994-01-26,0.2491,0.2509,0.2454,0.2472,165804800
1994-01-27,0.2472,0.2528,0.2436,0.2519,132249600
1994-01-28,0.2528,0.2565,0.2491,0.2509,136438400
1994-01-31,0.2472,0.2491,0.2417,0.2417,238380800
1994-02-01,0.2436,0.2472,0.2380,0.2454,156721600
1994-02-02,0.2454,0.2454,0.2399,0.2436,146451200
1994-02-03,0.2436,0.2482,0.2399,0.2472,137995200
1994-02-04,0.2472,0.2583,0.2454,0.2472,354009600
1994-02-07,0.2481,0.2749,0.2481,0.2703,725446400
1994-02-08,0.2666,0.2703,0.2610,0.2647,285387200
1994-02-09,0.2647,0.2703,0.2610,0.2684,186984000
1994-02-10,0.2684,0.2777,0.2666,0.2703,302030400
1994-02-11,0.2684,0.2777,0.2684,0.2740,164248000
1994-02-14,0.2740,0.2814,0.2721,0.2740,245548800
1994-02-15,0.2721,0.2777,0.2684,0.2749,129774400
1994-02-16,0.2777,0.2777,0.2721,0.2721,122024000
1994-02-17,0.2758,0.2805,0.2684,0.2740,145152000
1994-02-18,0.2703,0.2740,0.2684,0.2684,149072000
1994-02-22,0.2684,0.2777,0.2647,0.2758,214569600
1994-02-23,0.2758,0.2832,0.2740,0.2758,260534400
1994-02-24,0.2740,0.2758,0.2684,0.2712,197859200
1994-02-25,0.2740,0.2758,0.2629,0.2666,236824000
1994-02-28,0.2684,0.2740,0.2666,0.2703,123827200
1994-03-01,0.2721,0.2721,0.2647,0.2684,211870400
1994-03-02,0.2610,0.2684,0.2573,0.2638,294145600
1994-03-03,0.2647,0.2684,0.2629,0.2647,188473600
1994-03-04,0.2666,0.2777,0.2647,0.2721,226844800
1994-03-07,0.2740,0.2823,0.2721,0.2805,310396800
1994-03-08,0.2814,0.2814,0.2721,0.2740,186054400
1994-03-09,0.2712,0.2777,0.2666,0.2777,248539200
1994-03-10,0.2758,0.2786,0.2721,0.2758,143763200
1994-03-11,0.2740,0.2795,0.2721,0.2758,161840000
1994-03-14,0.2851,0.2851,0.2795,0.2823,441705600
1994-03-15,0.2832,0.2832,0.2758,0.2786,204545600
1994-03-16,0.2777,0.2795,0.2703,0.2721,147168000
1994-03-17,0.2721,0.2740,0.2684,0.2703,156228800
1994-03-18,0.2721,0.2721,0.2647,0.2694,223675200
1994-03-21,0.2694,0.2703,0.2610,0.2629,246512000
1994-03-22,0.2610,0.2629,0.2555,0.2592,242827200
1994-03-23,0.2610,0.2629,0.2536,0.2601,216686400
1994-03-24,0.2601,0.2610,0.2518,0.2564,188092800
1994-03-25,0.2573,0.2573,0.2425,0.2425,343638400
1994-03-28,0.2444,0.2518,0.2425,0.2462,282576000
1994-03-29,0.2462,0.2499,0.2388,0.2425,213516800
1994-03-30,0.2407,0.2462,0.2351,0.2407,169825600
1994-03-31,0.2407,0.2481,0.2332,0.2462,209059200
1994-04-04,0.2388,0.2462,0.2351,0.2462,168302400
1994-04-05,0.2499,0.2536,0.2481,0.2481,97899200
1994-04-06,0.2518,0.2518,0.2425,0.2481,129091200
1994-04-07,0.2481,0.2499,0.2425,0.2472,77369600
1994-04-08,0.2499,0.2518,0.2462,0.2481,176848000
1994-04-11,0.2481,0.2481,0.2407,0.2481,106825600
1994-04-12,0.2472,0.2472,0.2351,0.2370,136830400
1994-04-13,0.2388,0.2407,0.2314,0.2351,233139200
1994-04-14,0.2258,0.2351,0.2221,0.2332,221995200
1994-04-15,0.2314,0.2332,0.2221,0.2240,188350400
1994-04-18,0.2258,0.2258,0.2166,0.2193,230294400
1994-04-19,0.2203,0.2221,0.2110,0.2147,166252800
1994-04-20,0.2166,0.2221,0.2073,0.2092,281848000
1994-04-21,0.2110,0.2258,0.1999,0.2193,410536000
1994-04-22,0.2314,0.2370,0.2110,0.2203,697827200
1994-04-25,0.2203,0.2295,0.2184,0.2295,359240000
1994-04-26,0.2332,0.2332,0.2295,0.2314,164225600
1994-04-28,0.2295,0.2314,0.2203,0.2240,100475200
1994-04-29,0.2221,0.2258,0.2203,0.2221,94785600
1994-05-02,0.2221,0.2314,0.2221,0.2295,123222400
1994-05-03,0.2295,0.2314,0.2184,0.2240,132899200
1994-05-04,0.2295,0.2462,0.2258,0.2444,364156800
1994-05-05,0.2462,0.2499,0.2388,0.2435,288332800
1994-05-06,0.2388,0.2425,0.2314,0.2392,187779200
1994-05-09,0.2388,0.2407,0.2277,0.2314,140470400
1994-05-10,0.2351,0.2370,0.2295,0.2295,146843200
1994-05-11,0.2295,0.2332,0.2203,0.2240,145521600
1994-05-12,0.2258,0.2277,0.2184,0.2198,107105600
1994-05-13,0.2203,0.2258,0.2166,0.2221,92612800
1994-05-16,0.2221,0.2258,0.2184,0.2184,135385600
1994-05-17,0.2203,0.2203,0.2129,0.2175,180107200
1994-05-18,0.2203,0.2277,0.2166,0.2267,123860800
1994-05-19,0.2277,0.2407,0.2258,0.2379,273582400
1994-05-20,0.2351,0.2388,0.2295,0.2300,98145600
1994-05-23,0.2295,0.2314,0.2221,0.2258,119952000
1994-05-24,0.2295,0.2314,0.2240,0.2277,126448000
1994-05-25,0.2240,0.2351,0.2221,0.2314,136113600
1994-05-26,0.2332,0.2332,0.2240,0.2258,73035200
1994-05-27,0.2249,0.2286,0.2193,0.2226,108684800
1994-05-31,0.2193,0.2193,0.2119,0.2175,257398400
1994-06-01,0.2119,0.2128,0.2072,0.2100,385761600
1994-06-02,0.2109,0.2119,0.2016,0.2035,384921600
1994-06-03,0.2016,0.2082,0.1989,0.2053,353684800
1994-06-06,0.2044,0.2063,0.2007,0.2035,126033600
1994-06-07,0.2026,0.2063,0.2026,0.2044,140246400
1994-06-08,0.2044,0.2053,0.1933,0.1942,274164800
1994-06-09,0.1905,0.2007,0.1896,0.2007,293529600
1994-06-10,0.2016,0.2035,0.1960,0.1970,142732800
1994-06-13,0.1960,0.2021,0.1960,0.2007,92904000
1994-06-14,0.2026,0.2035,0.1979,0.2012,154358400
1994-06-15,0.2007,0.2082,0.1998,0.2067,159476800
1994-06-16,0.2063,0.2063,0.1942,0.1960,218220800
